,name,tags,emoji
841,female astronaut type 5,"['female', 'astronaut', 'type']",?維?琉??낆쐯?
842,female astronaut type 6,"['female', 'astronaut', 'type']",?維?琉??낆쐯?
843,male firefighter,"['male', 'firefighter']",?維??낆쐯?
844,male firefighter type 1 2,"['male', 'firefighter', 'type']",?維?琉??낆쐯?
845,male firefighter type 3,"['male', 'firefighter', 'type']",?維?琉??낆쐯?
846,male firefighter type 4,"['male', 'firefighter', 'type']",?維?琉??낆쐯?
847,male firefighter type 5,"['male', 'firefighter', 'type']",?維?琉??낆쐯?
848,male firefighter type 6,"['male', 'firefighter', 'type']",?維?琉??낆쐯?
849,female firefighter,"['female', 'firefighter']",?維??낆쐯?
850,female firefighter type 1 2,"['female', 'firefighter', 'type']",?維?琉??낆쐯?
851,female firefighter type 3,"['female', 'firefighter', 'type']",?維?琉??낆쐯?
852,female firefighter type 4,"['female', 'firefighter', 'type']",?維?琉??낆쐯?
853,female firefighter type 5,"['female', 'firefighter', 'type']",?維?琉??낆쐯?
854,female firefighter type 6,"['female', 'firefighter', 'type']",?維?琉??낆쐯?
855,police officer,"['police', 'officer']",?維?
856,police officer,"['police', 'officer']",?維?琉?
857,police officer,"['police', 'officer']",?維?琉?
858,police officer,"['police', 'officer']",?維?琉?
859,police officer,"['police', 'officer']",?維?琉?
860,police officer,"['police', 'officer']",?維?琉?
861,male police officer,"['male', 'police', 'officer']",?維???끋??
862,male police officer type 1 2,"['male', 'police', 'officer']",?維?琉???끋??
863,male police officer type 3,"['male', 'police', 'officer']",?維?琉???끋??
864,male police officer type 4,"['male', 'police', 'officer']",?維?琉???끋??
865,male police officer type 5,"['male', 'police', 'officer']",?維?琉???끋??
866,male police officer type 6,"['male', 'police', 'officer']",?維?琉???끋??
867,female police officer,"['female', 'police', 'officer']",?維?????
868,female police officer type 1 2,"['female', 'police', 'officer']",?維?琉?????
869,female police officer type 3,"['female', 'police', 'officer']",?維?琉?????
870,female police officer type 4,"['female', 'police', 'officer']",?維?琉?????
871,female police officer type 5,"['female', 'police', 'officer']",?維?琉?????
872,female police officer type 6,"['female', 'police', 'officer']",?維?琉?????
873,sleuth or spy,"['sleuth', 'spy']",?鍮?
874,sleuth or spy,"['sleuth', 'spy']",?鍮?琉?
875,sleuth or spy,"['sleuth', 'spy']",?鍮?琉?
876,sleuth or spy,"['sleuth', 'spy']",?鍮?琉?
877,sleuth or spy,"['sleuth', 'spy']",?鍮?琉?
878,sleuth or spy,"['sleuth', 'spy']",?鍮?琉?
879,male sleuth,"['male', 'sleuth']",?鍮묉닼琉는??끋??
880,male sleuth type 1 2,"['male', 'sleuth', 'type']",?鍮?琉???끋??
881,male sleuth type 3,"['male', 'sleuth', 'type']",?鍮?琉???끋??
882,male sleuth type 4,"['male', 'sleuth', 'type']",?鍮?琉???끋??
883,male sleuth type 5,"['male', 'sleuth', 'type']",?鍮?琉???끋??
884,male sleuth type 6,"['male', 'sleuth', 'type']",?鍮?琉???끋??
885,female sleuth,"['female', 'sleuth']",?鍮묉닼琉는????
886,female sleuth type 1 2,"['female', 'sleuth', 'type']",?鍮?琉?????
887,female sleuth type 3,"['female', 'sleuth', 'type']",?鍮?琉?????
888,female sleuth type 4,"['female', 'sleuth', 'type']",?鍮?琉?????
889,female sleuth type 5,"['female', 'sleuth', 'type']",?鍮?琉?????
890,female sleuth type 6,"['female', 'sleuth', 'type']",?鍮?琉?????
891,guardsman,['guardsman'],?萸?
892,guardsman,['guardsman'],?萸?琉?
893,guardsman,['guardsman'],?萸?琉?
894,guardsman,['guardsman'],?萸?琉?
895,guardsman,['guardsman'],?萸?琉?
896,guardsman,['guardsman'],?萸?琉?
897,male guard,['guard'],?萸???끋??
898,male guard type 1 2,"['guard', 'type']",?萸?琉???끋??
899,male guard type 3,"['guard', 'type']",?萸?琉???끋??
900,male guard type 4,['type'],?萸?琉???끋??
901,male guard type 5,"['guard', 'type']",?萸?琉???끋??
902,male guard type 6,['type'],?萸?琉???끋??
903,female guard,"['female', 'guard']",?萸?????
904,female guard type 1 2,"['female', 'guard', 'type']",?萸?琉?????
905,female guard type 3,"['female', 'guard', 'type']",?萸?琉?????
906,female guard type 4,"['female', 'guard', 'type']",?萸?琉?????
907,female guard type 5,"['female', 'guard', 'type']",?萸?琉?????
908,female guard type 6,"['female', 'guard', 'type']",?萸?琉?????
909,construction worker,"['construction', 'worker']",?維?
910,construction worker,"['construction', 'worker']",?維?琉?
911,construction worker,"['construction', 'worker']",?維?琉?
912,construction worker,"['construction', 'worker']",?維?琉?
913,construction worker,"['construction', 'worker']",?維?琉?
914,construction worker,"['construction', 'worker']",?維?琉?
915,male construction worker,"['male', 'construction', 'worker']",?維???끋??
916,male construction worker type 1 2,"['male', 'construction', 'worker', 'type']",?維?琉???끋??
917,male construction worker type 3,"['male', 'construction', 'worker', 'type']",?維?琉???끋??
918,male construction worker type 4,"['male', 'construction', 'worker', 'type']",?維?琉???끋??
919,male construction worker type 5,"['male', 'construction', 'worker', 'type']",?維?琉???끋??
920,male construction worker type 6,"['male', 'construction', 'worker', 'type']",?維?琉???끋??
921,female construction worker,"['female', 'construction', 'worker']",?維?????
922,female construction worker type 1 2,"['female', 'construction', 'worker', 'type']",?維?琉?????
923,female construction worker type 3,"['female', 'construction', 'worker', 'type']",?維?琉?????
924,female construction worker type 4,"['female', 'construction', 'worker', 'type']",?維?琉?????
925,female construction worker type 5,"['female', 'construction', 'worker', 'type']",?維?琉?????
926,female construction worker type 6,"['female', 'construction', 'worker', 'type']",?維?琉?????
927,prince,[],???
928,prince,[],???琉?
929,prince,[],???琉?
930,prince,[],???琉?
931,prince,[],???琉?
932,prince,[],???琉?
933,princess,['princess'],?維?
934,princess,['princess'],?維?琉?
935,princess,['princess'],?維?琉?
936,princess,['princess'],?維?琉?
937,princess,['princess'],?維?琉?
938,princess,['princess'],?維?琉?
939,man with turban,"['man', 'turban']",?維?
940,man with turban,"['man', 'turban']",?維?琉?
941,man with turban,"['man', 'turban']",?維?琉?
942,man with turban,"['man', 'turban']",?維?琉?
943,man with turban,"['man', 'turban']",?維?琉?
944,man with turban,"['man', 'turban']",?維?琉?
945,man wearing turban,"['man', 'wearing', 'turban']",?維???끋??
946,man wearing turban type 1 2,"['man', 'wearing', 'turban', 'type']",?維?琉???끋??
947,man wearing turban type 3,"['man', 'wearing', 'turban', 'type']",?維?琉???끋??
948,man wearing turban type 4,"['man', 'wearing', 'turban', 'type']",?維?琉???끋??
949,man wearing turban type 5,"['man', 'wearing', 'turban', 'type']",?維?琉???끋??
950,man wearing turban type 6,"['man', 'wearing', 'turban', 'type']",?維?琉???끋??
951,woman wearing turban,"['woman', 'wearing', 'turban']",?維?????
952,woman wearing turban type 1 2,"['woman', 'wearing', 'turban', 'type']",?維?琉?????
953,woman wearing turban type 3,"['woman', 'wearing', 'turban', 'type']",?維?琉?????
954,woman wearing turban type 4,"['woman', 'wearing', 'turban', 'type']",?維?琉?????
955,woman wearing turban type 5,"['woman', 'wearing', 'turban', 'type']",?維?琉?????
956,woman wearing turban type 6,"['woman', 'wearing', 'turban', 'type']",?維?琉?????
957,man with gua pi mao,"['man', 'mao']",?維?
958,man with gua pi mao,"['man', 'mao']",?維?琉?
959,man with gua pi mao,"['man', 'mao']",?維?琉?
960,man with gua pi mao,"['man', 'mao']",?維?琉?
961,man with gua pi mao,"['man', 'mao']",?維?琉?
962,man with gua pi mao,"['man', 'mao']",?維?琉?
963,person with headscarf,['person'],?彛?
964,person with headscarf,['person'],?彛?琉?
965,person with headscarf,['person'],?彛?琉?
966,person with headscarf,['person'],?彛?琉?
967,person with headscarf,['person'],?彛?琉?
968,person with headscarf,['person'],?彛?琉?
969,man in tuxedo,['man'],???
970,man in tuxedo,['man'],???琉?
971,man in tuxedo,['man'],???琉?
972,man in tuxedo,['man'],???琉?
973,man in tuxedo,['man'],???琉?
974,man in tuxedo,['man'],???琉?
975,bride with veil,"['bride', 'veil']",?維?
976,bride with veil,"['bride', 'veil']",?維?琉?
977,bride with veil,"['bride', 'veil']",?維?琉?
978,bride with veil,"['bride', 'veil']",?維?琉?
979,bride with veil,"['bride', 'veil']",?維?琉?
980,bride with veil,"['bride', 'veil']",?維?琉?
981,pregnant woman,"['pregnant', 'woman']",??
982,pregnant woman,"['pregnant', 'woman']",???琉?
983,pregnant woman,"['pregnant', 'woman']",???琉?
984,pregnant woman,"['pregnant', 'woman']",???琉?
985,pregnant woman,"['pregnant', 'woman']",???琉?
986,pregnant woman,"['pregnant', 'woman']",???琉?
987,breast feeding,"['breast', 'feeding']",???
988,breast feeding,"['breast', 'feeding']",???琉?
989,breast feeding,"['breast', 'feeding']",???琉?
990,breast feeding,"['breast', 'feeding']",???琉?
991,breast feeding,"['breast', 'feeding']",???琉?
992,breast feeding,"['breast', 'feeding']",???琉?
993,baby angel,"['baby', 'angel']",?維?
994,baby angel,"['baby', 'angel']",?維?琉?
995,baby angel,"['baby', 'angel']",?維?琉?
996,baby angel,"['baby', 'angel']",?維?琉?
997,baby angel,"['baby', 'angel']",?維?琉?
998,baby angel,"['baby', 'angel']",?維?琉?
999,father christmas,[],???
1000,father christmas,[],???琉?
1001,father christmas,[],???琉?
1002,father christmas,[],???琉?
1003,father christmas,[],???琉?
1004,father christmas,[],???琉?
1005,mother christmas,[],???
1006,mother christmas,[],???琉?
1007,mother christmas,[],???琉?
1008,mother christmas,[],???琉?
1009,mother christmas,[],???琉?
1010,mother christmas,[],???琉?
1011,superhero,['superhero'],???
1012,superhero,['superhero'],???琉?
1013,superhero,['superhero'],???琉?
1014,superhero,['superhero'],???琉?
1015,superhero,['superhero'],???琉?
1016,superhero,['superhero'],???琉?
1017,man superhero,"['man', 'superhero']",?????끋??
1018,man superhero light skin tone,"['man', 'superhero', 'light', 'skin', 'tone']",???琉???끋??
1019,man superhero medium light skin tone,"['man', 'superhero', 'medium', 'light', 'skin', 'tone']",???琉???끋??
1020,man superhero medium skin tone,"['man', 'superhero', 'medium', 'skin', 'tone']",???琉???끋??
1021,man superhero dark skin tone,"['man', 'superhero', 'dark', 'skin', 'tone']",???琉???끋??
1022,man superhero medium dark skin tone,"['man', 'superhero', 'medium', 'dark', 'skin', 'tone']",???琉???끋??
1023,woman superhero,"['woman', 'superhero']",???????
1024,woman superhero light skin tone,"['woman', 'superhero', 'light', 'skin', 'tone']",???琉?????
1025,woman superhero medium light skin tone,"['woman', 'superhero', 'medium', 'light', 'skin', 'tone']",???琉?????
1026,woman superhero medium skin tone,"['woman', 'superhero', 'medium', 'skin', 'tone']",???琉?????
1027,woman superhero dark skin tone,"['woman', 'superhero', 'dark', 'skin', 'tone']",???琉?????
1028,woman superhero medium dark skin tone,"['woman', 'superhero', 'medium', 'dark', 'skin', 'tone']",???琉?????
1029,supervillain,[],???
1030,supervillain,[],???琉?
1031,supervillain,[],???琉?
1032,supervillain,[],???琉?
1033,supervillain,[],???琉?
1034,supervillain,[],???琉?
1035,man supervillain,"['man', 'supervillain']",?????끋??
1036,man supervillain light skin tone,"['man', 'light', 'skin', 'tone']",???琉???끋??
1037,man supervillain medium light skin tone,"['man', 'medium', 'light', 'skin', 'tone']",???琉???끋??
1038,man supervillain medium skin tone,"['man', 'medium', 'skin', 'tone']",???琉???끋??
1039,man supervillain medium dark skin tone,"['man', 'medium', 'dark', 'skin', 'tone']",???琉???끋??
1040,man supervillain dark skin tone,"['man', 'dark', 'skin', 'tone']",???琉???끋??
1041,woman supervillain,"['woman', 'supervillain']",???????
1042,woman supervillain light skin tone,"['woman', 'light', 'skin', 'tone']",???琉?????
1043,woman supervillain medium light skin tone,"['woman', 'medium', 'light', 'skin', 'tone']",???琉?????
1044,woman supervillain medium skin tone,"['woman', 'medium', 'skin', 'tone']",???琉?????
1045,woman supervillain medium dark skin tone,"['woman', 'medium', 'dark', 'skin', 'tone']",???琉?????
1046,woman supervillain dark skin tone,"['woman', 'dark', 'skin', 'tone']",???琉?????
1047,mage,[],?彛?
1048,mage,[],?彛?琉?
1049,mage,[],?彛?琉?
1050,mage,[],?彛?琉?
1051,mage,[],?彛?琉?
1052,mage,[],?彛?琉?
1053,man mage,"['man', 'mage']",?彛???끋??
1054,man mage light skin tone,"['man', 'light', 'skin', 'tone']",?彛?琉???끋??
1055,man mage medium light skin tone,"['man', 'mage', 'medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1056,man mage medium skin tone,"['man', 'mage', 'medium', 'skin', 'tone']",?彛?琉???끋??
1057,man mage medium dark skin tone,"['man', 'mage', 'medium', 'dark', 'skin', 'tone']",?彛?琉???끋??
1058,man mage dark skin tone,"['man', 'dark', 'skin', 'tone']",?彛?琉???끋??
1059,woman mage,"['woman', 'mage']",?彛?????
1060,woman mage light skin tone,"['woman', 'mage', 'light', 'skin', 'tone']",?彛?琉?????
1061,woman mage medium light skin tone,"['woman', 'mage', 'medium', 'light', 'skin', 'tone']",?彛?琉?????
1062,woman mage medium skin tone,"['woman', 'mage', 'medium', 'skin', 'tone']",?彛?琉?????
1063,woman mage medium dark skin tone,"['woman', 'mage', 'medium', 'dark', 'skin', 'tone']",?彛?琉?????
1064,woman mage dark skin tone,"['woman', 'dark', 'skin', 'tone']",?彛?琉?????
1065,fairy,[],?彛?
1066,fairy,[],?彛?琉?
1067,fairy,[],?彛?琉?
1068,fairy,[],?彛?琉?
1069,fairy,[],?彛?琉?
1070,fairy,[],?彛?琉?
1071,man fairy,['man'],?彛???끋??
1072,man fairy light skin tone,"['man', 'skin', 'tone']",?彛?琉???끋??
1073,man fairy medium light skin tone,"['man', 'fairy', 'medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1074,man fairy medium skin tone,"['medium', 'skin', 'tone']",?彛?琉???끋??
1075,man fairy medium dark skin tone,"['dark', 'skin', 'tone']",?彛?琉???끋??
1076,man fairy dark skin tone,['tone'],?彛?琉???끋??
1077,woman fairy,"['woman', 'fairy']",?彛?????
1078,woman fairy light skin tone,"['woman', 'fairy', 'light', 'skin', 'tone']",?彛?琉?????
1079,woman fairy medium light skin tone,"['woman', 'fairy', 'medium', 'light', 'skin', 'tone']",?彛?琉?????
1080,woman fairy medium skin tone,"['woman', 'fairy', 'medium', 'skin', 'tone']",?彛?琉?????
1081,woman fairy medium dark skin tone,"['woman', 'fairy', 'medium', 'dark', 'skin', 'tone']",?彛?琉?????
1082,woman fairy dark skin tone,"['woman', 'tone']",?彛?琉?????
1083,vampire,['vampire'],?彛?
1084,vampire,['vampire'],?彛?琉?
1085,vampire,['vampire'],?彛?琉?
1086,vampire,['vampire'],?彛?琉?
1087,vampire,['vampire'],?彛?琉?
1088,vampire,['vampire'],?彛?琉?
1089,man vampire,"['man', 'vampire']",?彛???끋??
1090,man vampire light skin tone,"['man', 'vampire', 'light', 'skin', 'tone']",?彛?琉???끋??
1091,man vampire medium light skin tone,"['man', 'vampire', 'medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1092,man vampire medium skin tone,"['man', 'vampire', 'medium', 'skin', 'tone']",?彛?琉???끋??
1093,man vampire medium dark skin tone,"['man', 'medium', 'dark', 'skin', 'tone']",?彛?琉???끋??
1094,man vampire dark skin tone,"['man', 'dark', 'skin', 'tone']",?彛?琉???끋??
1095,woman vampire,"['woman', 'vampire']",?彛?????
1096,woman vampire light skin tone,"['woman', 'vampire', 'light', 'skin', 'tone']",?彛?琉?????
1097,woman vampire medium light skin tone,"['woman', 'vampire', 'medium', 'light', 'skin', 'tone']",?彛?琉?????
1098,woman vampire medium skin tone,"['woman', 'vampire', 'medium', 'skin', 'tone']",?彛?琉?????
1099,woman vampire medium dark skin tone,"['woman', 'medium', 'dark', 'skin', 'tone']",?彛?琉?????
1100,woman vampire dark skin tone,"['woman', 'dark', 'skin', 'tone']",?彛?琉?????
1101,merperson,[],?彛?
1102,merperson,[],?彛?琉?
1103,merperson,[],?彛?琉?
1104,merperson,[],?彛?琉?
1105,merperson,[],?彛?琉?
1106,merperson,[],?彛?琉?
1107,merman,[],?彛???끋??
1108,merman light skin tone,"['skin', 'tone']",?彛?琉???끋??
1109,merman medium light skin tone,"['medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1110,merman medium skin tone,"['medium', 'skin', 'tone']",?彛?琉???끋??
1111,merman medium dark skin tone,"['medium', 'dark', 'skin', 'tone']",?彛?琉???끋??
1112,merman dark skin tone,['tone'],?彛?琉???끋??
1113,merwoman,[],?彛?????
1114,merwoman light skin tone,"['light', 'skin', 'tone']",?彛?琉?????
1115,merwoman medium light skin tone,"['medium', 'light', 'skin', 'tone']",?彛?琉?????
1116,merwoman medium skin tone,"['medium', 'skin', 'tone']",?彛?琉?????
1117,merwoman medium dark skin tone,"['medium', 'dark', 'skin', 'tone']",?彛?琉?????
1118,merwoman dark skin tone,['tone'],?彛?琉?????
1119,elf,[],?彛?
1120,elf,[],?彛?琉?
1121,elf,[],?彛?琉?
1122,elf,[],?彛?琉?
1123,elf,[],?彛?琉?
1124,elf,[],?彛?琉?
1125,man elf,['man'],?彛???끋??
1126,man elf light skin tone,"['man', 'light', 'skin', 'tone']",?彛?琉???끋??
1127,man elf medium light skin tone,"['man', 'medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1128,man elf medium skin tone,"['man', 'medium', 'skin', 'tone']",?彛?琉???끋??
1129,man elf medium dark skin tone,"['man', 'medium', 'dark', 'skin', 'tone']",?彛?琉???끋??
1130,man elf dark skin tone,"['man', 'dark', 'skin', 'tone']",?彛?琉???끋??
1131,woman elf,['woman'],?彛?????
1132,woman elf light skin tone,"['woman', 'light', 'skin', 'tone']",?彛?琉?????
1133,woman elf medium light skin tone,"['woman', 'medium', 'light', 'skin', 'tone']",?彛?琉?????
1134,woman elf medium skin tone,"['woman', 'medium', 'skin', 'tone']",?彛?琉?????
1135,woman elf medium dark skin tone,"['woman', 'medium', 'dark', 'skin', 'tone']",?彛?琉?????
1136,woman elf dark skin tone,"['woman', 'dark', 'skin', 'tone']",?彛?琉?????
1137,genie,[],?彛?
1138,man genie,[],?彛???끋??
1139,woman genie,['woman'],?彛?????
1140,zombie,[],?彛?
1141,man zombie,['man'],?彛???끋??
1142,woman zombie,['woman'],?彛?????
1143,face massage,['massage'],?萸?
1144,face massage,['massage'],?萸?琉?
1145,face massage,['massage'],?萸?琉?
1146,face massage,['massage'],?萸?琉?
1147,face massage,['massage'],?萸?琉?
1148,face massage,['massage'],?萸?琉?
1149,man getting face massage,"['man', 'getting', 'face', 'massage']",?萸???끋??
1150,man getting face massage type 1 2,"['man', 'getting', 'massage', 'type']",?萸?琉???끋??
1151,man getting face massage type 3,"['man', 'getting', 'massage', 'type']",?萸?琉???끋??
1152,man getting face massage type 4,"['man', 'getting', 'massage', 'type']",?萸?琉???끋??
1153,man getting face massage type 5,"['man', 'getting', 'massage', 'type']",?萸?琉???끋??
1154,man getting face massage type 6,"['man', 'getting', 'massage', 'type']",?萸?琉???끋??
1155,woman getting face massage,"['woman', 'getting', 'face', 'massage']",?萸?????
1156,woman getting face massage type 1 2,"['woman', 'getting', 'massage', 'type']",?萸?琉?????
1157,woman getting face massage type 3,"['woman', 'getting', 'massage', 'type']",?萸?琉?????
1158,woman getting face massage type 4,"['woman', 'getting', 'massage', 'type']",?萸?琉?????
1159,woman getting face massage type 5,"['woman', 'getting', 'massage', 'type']",?萸?琉?????
1160,woman getting face massage type 6,"['woman', 'getting', 'massage', 'type']",?萸?琉?????
1161,haircut,[],?萸?
1162,haircut,[],?萸?琉?
1163,haircut,[],?萸?琉?
1164,haircut,[],?萸?琉?
1165,haircut,[],?萸?琉?
1166,haircut,[],?萸?琉?
1167,man getting haircut,"['man', 'getting', 'haircut']",?萸???끋??
1168,man getting haircut type 1 2,"['man', 'getting', 'haircut', 'type']",?萸?琉???끋??
1169,man getting haircut type 3,"['man', 'getting', 'haircut', 'type']",?萸?琉???끋??
1170,man getting haircut type 4,"['man', 'getting', 'haircut', 'type']",?萸?琉???끋??
1171,man getting haircut type 5,"['man', 'getting', 'haircut', 'type']",?萸?琉???끋??
1172,man getting haircut type 6,"['man', 'getting', 'haircut', 'type']",?萸?琉???끋??
1173,woman getting haircut,"['woman', 'getting', 'haircut']",?萸?????
1174,woman getting haircut type 1 2,"['woman', 'getting', 'haircut', 'type']",?萸?琉?????
1175,woman getting haircut type 3,"['woman', 'getting', 'haircut', 'type']",?萸?琉?????
1176,woman getting haircut type 4,"['woman', 'getting', 'haircut', 'type']",?萸?琉?????
1177,woman getting haircut type 5,"['woman', 'getting', 'haircut', 'type']",?萸?琉?????
1178,woman getting haircut type 6,"['woman', 'getting', 'haircut', 'type']",?萸?琉?????
1179,pedestrian,[],???
1180,pedestrian,[],???琉?
1181,pedestrian,[],???琉?
1182,pedestrian,[],???琉?
1183,pedestrian,[],???琉?
1184,pedestrian,[],???琉?
1185,man walking,"['man', 'walking']",?????끋??
1186,man walking type 1 2,"['man', 'walking', 'type']",???琉???끋??
1187,man walking type 3,"['man', 'walking', 'type']",???琉???끋??
1188,man walking type 4,"['man', 'walking', 'type']",???琉???끋??
1189,man walking type 5,"['man', 'walking', 'type']",???琉???끋??
1190,man walking type 6,"['man', 'walking', 'type']",???琉???끋??
1191,woman walking,"['woman', 'walking']",???????
1192,woman walking type 1 2,"['woman', 'walking', 'type']",???琉?????
1193,woman walking type 3,"['woman', 'walking', 'type']",???琉?????
1194,woman walking type 4,"['woman', 'walking', 'type']",???琉?????
1195,woman walking type 5,"['woman', 'walking', 'type']",???琉?????
1196,woman walking type 6,"['woman', 'walking', 'type']",???琉?????
1197,runner,[],?猷?
1198,runner,[],?猷?琉?
1199,runner,[],?猷?琉?
1200,runner,[],?猷?琉?
1201,runner,[],?猷?琉?
1202,runner,[],?猷?琉?
1203,man running,"['man', 'running']",?猷???끋??
1204,man running type 1 2,"['man', 'running', 'type']",?猷?琉???끋??
1205,man running type 3,"['man', 'running', 'type']",?猷?琉???끋??
1206,man running type 4,"['man', 'running', 'type']",?猷?琉???끋??
1207,man running type 5,"['man', 'running', 'type']",?猷?琉???끋??
1208,man running type 6,"['man', 'running', 'type']",?猷?琉???끋??
1209,woman running,"['woman', 'running']",?猷?????
1210,woman running type 1 2,"['woman', 'running', 'type']",?猷?琉?????
1211,woman running type 3,"['woman', 'running', 'type']",?猷?琉?????
1212,woman running type 4,"['woman', 'running', 'type']",?猷?琉?????
1213,woman running type 5,"['woman', 'running', 'type']",?猷?琉?????
1214,woman running type 6,"['woman', 'running', 'type']",?猷?琉?????
1215,dancer,['dancer'],?萸?
1216,dancer,['dancer'],?萸?琉?
1217,dancer,['dancer'],?萸?琉?
1218,dancer,['dancer'],?萸?琉?
1219,dancer,['dancer'],?萸?琉?
1220,dancer,['dancer'],?萸?琉?
1221,man dancing,"['man', 'dancing']",?鍮?
1222,man dancing,"['man', 'dancing']",?鍮?琉?
1223,man dancing,"['man', 'dancing']",?鍮?琉?
1224,man dancing,"['man', 'dancing']",?鍮?琉?
1225,man dancing,"['man', 'dancing']",?鍮?琉?
1226,man dancing,"['man', 'dancing']",?鍮?琉?
1227,man in business suit levitating,"['man', 'business', 'suit', 'levitating']",?鍮?
1228,man in business suit levitating,"['man', 'business', 'suit', 'levitating']",?鍮?琉?
1229,man in business suit levitating,"['man', 'business', 'suit', 'levitating']",?鍮?琉?
1230,man in business suit levitating,"['man', 'business', 'suit', 'levitating']",?鍮?琉?
1231,man in business suit levitating,"['man', 'business', 'suit', 'levitating']",?鍮?琉?
1232,man in business suit levitating,"['man', 'business', 'suit', 'levitating']",?鍮?琉?
1233,woman with bunny ears,"['woman', 'bunny', 'ears']",?維?
1234,men with bunny ears partying,"['men', 'bunny', 'ears', 'partying']",?維???끋??
1235,women with bunny ears partying,"['women', 'bunny', 'ears', 'partying']",?維?????
1236,person in steamy room,"['person', 'steamy', 'room']",?彛?
1237,person in steamy room,"['person', 'steamy', 'room']",?彛?琉?
1238,person in steamy room,"['person', 'steamy', 'room']",?彛?琉?
1239,person in steamy room,"['person', 'steamy', 'room']",?彛?琉?
1240,person in steamy room,"['person', 'steamy', 'room']",?彛?琉?
1241,person in steamy room,"['person', 'steamy', 'room']",?彛?琉?
1242,man in steamy room,"['man', 'steamy', 'room']",?彛???끋??
1243,man in steamy room light skin tone,"['man', 'steamy', 'room', 'light', 'skin', 'tone']",?彛?琉???끋??
1244,man in steamy room medium light skin tone,"['man', 'steamy', 'room', 'medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1245,man in steamy room medium skin tone,"['man', 'steamy', 'room', 'medium', 'skin', 'tone']",?彛?琉???끋??
1246,man in steamy room medium dark skin tone,"['man', 'steamy', 'room', 'medium', 'dark', 'skin', 'tone']",?彛?琉???끋??
1247,man in steamy room dark skin tone,"['man', 'steamy', 'room', 'dark', 'skin', 'tone']",?彛?琉???끋??
1248,woman in steamy room,"['woman', 'steamy', 'room']",?彛?????
1249,woman in steamy room light skin tone,"['woman', 'steamy', 'room', 'light', 'skin', 'tone']",?彛?琉?????
1250,woman in steamy room medium light skin tone,"['woman', 'steamy', 'room', 'medium', 'light', 'skin', 'tone']",?彛?琉?????
1251,woman in steamy room medium skin tone,"['woman', 'steamy', 'room', 'medium', 'skin', 'tone']",?彛?琉?????
1252,woman in steamy room medium dark skin tone,"['woman', 'steamy', 'room', 'medium', 'dark', 'skin', 'tone']",?彛?琉?????
1253,woman in steamy room dark skin tone,"['woman', 'steamy', 'room', 'dark', 'skin', 'tone']",?彛?琉?????
1254,person climbing,"['person', 'climbing']",?彛?
1255,person climbing,"['person', 'climbing']",?彛?琉?
1256,person climbing,"['person', 'climbing']",?彛?琉?
1257,person climbing,"['person', 'climbing']",?彛?琉?
1258,person climbing,"['person', 'climbing']",?彛?琉?
1259,person climbing,"['person', 'climbing']",?彛?琉?
1260,man climbing,"['man', 'climbing']",?彛???끋??
1261,man climbing light skin tone,"['man', 'climbing', 'light', 'skin', 'tone']",?彛?琉???끋??
1262,man climbing medium light skin tone,"['man', 'climbing', 'medium', 'light', 'skin', 'tone']",?彛?琉???끋??
1263,man climbing medium skin tone,"['man', 'climbing', 'medium', 'skin', 'tone']",?彛?琉???끋??
1264,man climbing medium dark skin tone,"['man', 'climbing', 'medium', 'dark', 'skin', 'tone']",?彛?琉???끋??
1265,man climbing dark skin tone,"['man', 'climbing', 'dark', 'skin', 'tone']",?彛?琉???끋??
1266,woman climbing,"['woman', 'climbing']",?彛?????
1267,woman climbing light skin tone,"['woman', 'climbing', 'light', 'skin', 'tone']",?彛?琉?????
1268,woman climbing medium light skin tone,"['woman', 'climbing', 'medium', 'light', 'skin', 'tone']",?彛?琉?????
1269,woman climbing medium skin tone,"['woman', 'climbing', 'medium', 'skin', 'tone']",?彛?琉?????
1270,woman climbing medium dark skin tone,"['woman', 'climbing', 'medium', 'dark', 'skin', 'tone']",?彛?琉?????
1271,woman climbing dark skin tone,"['woman', 'climbing', 'dark', 'skin', 'tone']",?彛?琉?????
1272,fencer,['fencer'],???
1273,horse racing,"['horse', 'racing']",?猷?
1274,horse racing,"['horse', 'racing']",?猷?琉?
1275,horse racing,"['horse', 'racing']",?猷?琉?
1276,horse racing,"['horse', 'racing']",?猷?琉?
1277,horse racing,"['horse', 'racing']",?猷?琉?
1278,horse racing,"['horse', 'racing']",?猷?琉?
1279,skier,['skier'],??
1280,snowboarder,[],?猶?
1281,golfer,[],?猷?
1282,golfer,[],?猷?琉?
1283,golfer,[],?猷?琉?
1284,golfer,[],?猷?琉?
1285,golfer,[],?猷?琉?
1286,golfer,[],?猷?琉?
1287,man golfing,"['man', 'golfing']",?猷롦닼琉는??끋??
1288,man golfing type 1 2,"['man', 'golfing', 'type']",?猷?琉???끋??
1289,man golfing type 3,"['man', 'golfing', 'type']",?猷?琉???끋??
